0,0.276423,0.042891,0.117899,0.117939,0.121739,0.112952,0.112952,0.571429,0.735371,0.69311,0.012855,1
1,0.265306,0.058569,0.174347,0.140836,0.144928,0.176073,0.176073,0.571429,0.736014,0.698195,0.013671,1
2,0.297803,0.229591,0.319869,0.273572,0.269565,0.319669,0.319669,0.714286,0.804203,0.768167,0.075156,21
3,0.38491,0.162732,0.277113,0.186953,0.2,0.282555,0.282555,0.714286,0.769653,0.732316,0.018916,21
4,0.318691,0.251036,0.359652,0.264823,0.272464,0.364574,0.364574,0.714286,0.805355,0.769438,0.063462,21
5,0.107002,0.273743,0.481219,0.536451,0.489855,0.478643,0.478643,0.571429,0.873897,0.848335,0.354571,25
6,0.155183,0.176969,0.312401,0.334053,0.327536,0.304652,0.304652,0.571429,0.829148,0.793924,0.1417,25
7,0.287785,0.125248,0.151042,0.204882,0.202899,0.138109,0.138109,0.714286,0.732174,0.705238,0.032233,14
8,0.447059,0.047937,0.10239,0.099147,0.101449,0.094537,0.094537,0.714286,0.719965,0.677396,0.00637,14
9,0.42532,0.053884,0.053578,0.114915,0.110145,0.041954,0.041954,0.714286,0.620715,0.591864,0.003207,14
10,0.315449,0.061453,0.208814,0.129604,0.136232,0.21303,0.21303,0.714286,0.771062,0.72202,0.012402,9
11,0.229174,0.111552,0.198347,0.212118,0.214493,0.190287,0.190287,0.714286,0.75145,0.721764,0.045143,14
12,0.302597,0.083979,0.184884,0.172373,0.162319,0.179242,0.179242,0.571429,0.754818,0.714849,0.053939,14
13,0.1109,0.314832,0.518442,0.496922,0.515942,0.516221,0.516215,0.571429,0.876627,0.854438,0.269577,26
14,0.215784,0.116778,0.228308,0.22389,0.226087,0.221703,0.221703,0.571429,0.770357,0.737351,0.042623,4
15,0.352653,0.077852,0.185741,0.144184,0.144928,0.186974,0.186974,0.714286,0.74911,0.70778,0.025357,17
16,0.284709,0.138584,0.332198,0.193433,0.214493,0.345839,0.345839,0.571429,0.798105,0.754005,0.017047,34
17,0.285933,0.303298,0.443536,0.291716,0.315942,0.45794,0.45794,0.571429,0.818668,0.785279,0.059723,1
18,0.301188,0.077672,0.229511,0.152716,0.156522,0.23098,0.23098,0.571429,0.770357,0.725147,0.035186,1
19,0.28323,0.123265,0.255865,0.192785,0.202899,0.253095,0.253095,0.714286,0.769301,0.732571,0.041556,14
20,0.28482,0.131195,0.296636,0.208986,0.208696,0.304634,0.304634,0.714286,0.787652,0.746427,0.044501,9
21,0.248039,0.410344,0.573158,0.391835,0.394203,0.592898,0.592904,0.571429,0.850076,0.818332,0.132663,9
22,0.384615,0.005406,0.04555,0.035857,0.037681,0.046064,0.046064,0.714286,0.660911,0.615485,0.000628,9
23,0.342746,0.190305,0.344293,0.20985,0.228986,0.352473,0.352473,0.714286,0.786547,0.749225,0.037245,11
